"plugin_name","plugin_author","num_downloads","description","repo_url"
"Embedded Code Title","By tadashi-aikawa","7,398 downloads","Embeds title to code blocks.","https://github.com/tadashi-aikawa/obsidian-embedded-code-title"
"Path Finder","By jerrywcy","3,220 downloads","Find all paths between two notes and render them as graph or text.","https://github.com/jerrywcy/obsidian-path-finder"
"Adamantine Pick","By Urist McMiner","599 downloads","Embeddable Pikchr diagrams renderer plugin for Obsidian.","https://github.com/notlibrary/obsidian-adamantine-pick"
"Fullscreen Focus Mode","By Razum","24,621 downloads","Adds a command to view a single document leaf in a fullscreen focus mode.","https://github.com/Razumihin/obsidian-fullscreen-plugin"
"Lovely-Mindmap","By shaun","80 downloads","Build your own knowledge graph with smiles :-)","https://github.com/xincan1949/lovely-mindmap"
"Dice Roller","By Jeremy Valentine","74,098 downloads","Add a little randomness to your notes!","https://github.com/javalent/dice-roller"
"No Dupe Leaves","By Simon Cambier","4,120 downloads","Don't reopen notes that are already open.","https://github.com/scambier/obsidian-no-dupe-leaves"
"File Explorer Note Count","By Ozan Tellioglu","43,386 downloads","The plugin helps you to see the number of notes under each folder within the file explorer.","https://github.com/ozntel/file-explorer-note-count"
"Markdown Formatting Assistant","By Reocin","52,682 downloads","Provides a simple editor for Markdown and in addition a command line interface. The command line interface facilitate a faster workflow.","https://github.com/Reocin/obsidian-markdown-formatting-assistant-plugin"
"Workona To Obsidian","By Holmes555","531 downloads","Import Workona resources through generated JSON file.","https://github.com/Holmes555/workona-to-obsidian"
"Chesser","By SilentVoid","4,609 downloads","A chess game viewer/editor.","https://github.com/SilentVoid13/Chesser"
"Cursor Location","By Sean Slater","4,411 downloads","This displays the location of the cursor (character and line number).","https://github.com/spslater/obsidian-cursor-location-plugin"
"Wikidata Importer","By Sam Rose","31 downloads","Import data from Wikidata into your vault.","https://github.com/samwho/obsidian-wikidata-importer"
"Link Favicons","By Johannes Theiner","17,269 downloads","See the favicon for a linked website.","https://github.com/joethei/obsidian-link-favicon"
"Daily notes opener","By Reorx","2,912 downloads","Easily open daily notes and periodic notes in new pane; customize periodic notes background; quick append new line to daily notes.","https://github.com/reorx/obsidian-daily-notes-opener"
"RSS Reader","By Johannes Theiner","18,196 downloads","Read articles from RSS feeds and incorporate them into your notes.","https://github.com/joethei/obsidian-rss"
"Static File Server","By Elias Sundqvist","1,235 downloads","Host Obsidian subfolders as static file servers.","https://github.com/elias-sundqvist/obsidian-static-file-server"
"Blur","By @gapmiss","490 downloads","Create obfuscated blocks of text.","https://github.com/gapmiss/blur"
"Kanban","By mgmeyers","782,381 downloads","Create Markdown-backed Kanban boards in Obsidian.","https://github.com/mgmeyers/obsidian-kanban"
"Character Insertion","By TakamiChie","328 downloads","Plugin to insert a specified symbol under the cursor.","https://github.com/TakamiChie/Obsidian_CharacterInsertionPlugin"
"Show Diff","By Ivan Lednev","390 downloads","Render Git diffs in Obsidian files","https://github.com/ivan-lednev/obsidian-automatic-changelog"
"Weread Plugin","By hank zhao","26,019 downloads","Sync Tencent Weread highlights and annotations.","https://github.com/zhaohongxuan/obsidian-weread-plugin"
"Enhance Copy Note","By kzhovn","1,794 downloads","Augments native Obsidian note copying.","https://github.com/kzhovn/copy-command-obsidian"
"Home tab","By Renso","6,642 downloads","A browser-like search tab for your local files.","https://github.com/olrenso/obsidian-home-tab"
"Image Caption","By bicarlsen","12,144 downloads","Add caption to images.","https://github.com/bicarlsen/obsidian_image_caption"
"Google Calendar","By YukiGasai","36,460 downloads","Interact with your Google Calendar from inside Obsidian.","https://github.com/YukiGasai/obsidian-google-calendar"
"Minimal Theme Settings","By @kepano","444,066 downloads","Control the colors and fonts in Minimal Theme.","https://github.com/kepano/obsidian-minimal-settings"
"Incremental ID","By Adrian Karwowski","472 downloads","Allow you to generate Jira-like IDs.","https://github.com/adziok/obsidian-incremental-id"
"Laws of Form","By Kevin German","148 downloads","Allows you to create, manage and display Laws of Form expressions like ((a)) (b) = a (b).","https://github.com/Kevger/obsidian-laws-of-form"
"Markdown Chords","By David Hunt","190 downloads","Add musical chord notation and chord diagrams for stringed instruments (e.g. guitar) in Markdown. Supports chords in any Western scale/mode, including extended jazz chords.","https://github.com/dnotes/obsidian-markdown-chords"
"Editor Width Slider","By @MugishoMp","1,026 downloads","Customize Obsidian's editor width with a slider for a tailored editing experience.","https://github.com/MugishoMp/obsidian-editor-width-slider"
"TodoTxt","By Mark Grimes","925 downloads","Manage Todo.txt files.","https://github.com/mvgrimes/obsidian-todotxt-plugin"
"Mermaid Themes","By jvsteiner","573 downloads","Alternate support for mermaid.js that supports themeing and customization.","https://github.com/jvsteiner/mermaid-themes"
"Link Headers Directly","By Signynt","3,418 downloads","When a header is linked, preview mode will show only the header, and not the note name.","https://github.com/Signynt/link-headers-directly"
"Markdown Link Space Encoder","By Ron Kosova","199 downloads","Simple plugin to automatically encode spaces to %20 in Markdown-style links","https://github.com/rkosova/obsidian-markdown-link-space-encoder"
"Upcoming","By Charlie Chao","1,052 downloads","Open upcoming daily notes in their own panes.","https://github.com/charliecm/obsidian-upcoming"
"Fantasy Statblocks","By Jeremy Valentine","65,105 downloads","Create Fantasy Statblocks in Obsidian.","https://github.com/javalent/fantasy-statblocks"
"Pending notes","By Ulises Santana","1,969 downloads","Search links without notes in your vault.","https://github.com/ulisesantana/obsidian-pending-notes"
"Folder notes","By Lost Paul","9,302 downloads","Create notes within folders that can be accessed without collapsing the folder, similar to the functionality offered in Notion.","https://github.com/LostPaul/obsidian-folder-notes"
"MDX","By Yulei Chen","30 downloads","Preview MDX in Obsidian, with support for Code Hike.","https://github.com/yuleicul/obsidian-mdx"
"Vega Visualizations","By Justin Kim","519 downloads","Create highly-customizable data visualizations like line charts and scatter plots using Vega or Vega-Lite.","https://github.com/Some-Regular-Person/obsidian-vega"
"Search on Internet","By Emile","18,712 downloads","Add context menu items to search the internet based on the title of your note.","https://github.com/HEmile/obsidian-search-on-internet"
"Achievements","By Zachatoo","1,466 downloads","Add achievements to Obsidian.","https://github.com/Zachatoo/obsidian-achievements"
"Plugin Update Tracker","By Steven Swartz","38,195 downloads","Know when installed plugins have updates and evaluate the risk of upgrading.","https://github.com/swar8080/obsidian-plugin-update-tracker"
"Paste image rename","By Reorx","21,548 downloads","Rename image after pasting, support name pattern and auto renaming.","https://github.com/reorx/obsidian-paste-image-rename"
"Vika Sync","By romantic-black","708 downloads","Sync your note to Vika","https://github.com/romantic-black/obsidain-vika-sync"
"Daily Notes Editor","By boninall","3,850 downloads","Edit daily notes in one page (inline), which works similar to Roam Research's default daily note view.","https://github.com/Quorafind/Obsidian-Daily-Notes-Editor"
"External Link Helper","By Jhonghee Park","644 downloads","Makie inserting external links easier to your notes.","https://github.com/nakalsio/obsidian-danpung"
"Lock Screen","By Eric Biewener","2,975 downloads","Protect your vault with a lock screen.","https://github.com/ericbiewener/obsidian-lock-screen-plugin"
"Checkbox 3 states","By Renaud Héluin @ NovaGaïa","1,435 downloads","A third state to checkbox list.","https://github.com/hrenaud/obsidian-checkbox3states-plugin"
"Obsidian markmind","By Mark","142,382 downloads","Mind map, outline and PDF annotate tool for Obsidian. (Closed Source)","https://github.com/MarkMindCkm/obsidian-markmind"
"Multi Tag","By fez-github","64 downloads","Adds a tag to multiple notes at once.  Either right-click a folder, or select multiple notes and right-click the selection.","https://github.com/fez-github/obsidian-multi-tag"
"Waka time box","By complexzeng","40 downloads","Show daily coding activity from WakaTime.","https://github.com/simonla/obsidian_waka_box"
"Party🎉","By Shap Po","1,806 downloads","An implementation of party.js for Obsidian. Create confetti, sparkles, and even custom effects in your notes!","https://github.com/shap-po/obsidian-party"
"2Hop Links Plugin","By Tokuhiro Matsuno","3,768 downloads","Display the page linked 2hop ahead.","https://github.com/tokuhirom/obsidian-2hop-links-plugin"
"Highlightr","By Chetachi","152,943 downloads","A minimal and aesthetically pleasing highlighting menu that makes color-coded highlighting much easier with a configurable assortment of highlight colors.","https://github.com/chetachiezikeuzor/Highlightr-Plugin"
"Redirect","By Jacob Levernier","1,286 downloads","Facilitate management of especially non-markdown files, by allowing aliases to be set on any file.","https://github.com/jglev/obsidian-redirect"
"Data Entry","By Wayne Van Son","89 downloads","Create forms that save data simply; the data view of data entry.","https://github.com/waynevanson/data-entry-obsidian-plugin"
"Obsidian Query Language","By Joost Plattel","8,724 downloads","Query notes and represent data within Obsidian.","https://github.com/jplattel/obsidian-query-language"
"Code Block Enhancer","By hafuhafu","22,992 downloads","Enhance Obsidian Markdown code block,provides copy button,linenumber,language name tip and so on.","https://github.com/nyable/obsidian-code-block-enhancer"
"Webpage HTML Export","By Nathan George","13,684 downloads","Exports an Obsidian document, folder, or vault as an HTML document / webpage / website with correct styling. Also has an interactive embedded dark / light theme toggle, and document outline.","https://github.com/KosmosisDire/obsidian-webpage-export"
"Image Inserter","By Ray Hao","4,493 downloads","Help users easily search and insert images to editors from Unsplash.","https://github.com/cloudy9101/obsidian-image-inserter"
"Search Obsidian in Google","By YuNing Chen","766 downloads","A simple plugin to search the current note in Google (or other search engines).","https://github.com/qazxcdswe123/search-obsidian-in-google"
"Open Link With","By MamoruDS","7,282 downloads","Open external link with specific browser in Obsidian.","https://github.com/MamoruDS/obsidian-open-link-with"
"13th Age Statblocks","By ben","972 downloads","Render 13th Age statblocks in Obsidian.","https://github.com/ben/obsidian-13th-age-statblocks"
